#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	248.0
18.0	158.0
19.0	261.0
20.0	194.0
21.0	206.0
22.0	118.0
23.0	142.0
24.0	157.0
25.0	215.0
26.0	163.0
27.0	135.0
28.0	186.0
29.0	109.0
30.0	125.0
31.0	107.0
32.0	154.0
33.0	114.0
34.0	125.0
35.0	92.0
36.0	163.0
37.0	195.0
38.0	101.0
39.0	75.0
40.0	77.0
41.0	105.0
42.0	105.0
43.0	160.0
44.0	146.0
45.0	117.0
46.0	128.0
47.0	183.0
48.0	160.0
49.0	206.0
50.0	226.0
51.0	250.0
52.0	282.0
53.0	207.0
54.0	371.0
55.0	413.0
56.0	235.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
