#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	49.0
28.0	40.0
29.0	50.0
30.0	44.0
31.0	46.0
32.0	54.0
33.0	55.0
34.0	96.0
35.0	80.0
36.0	83.0
37.0	148.0
38.0	104.0
39.0	125.0
40.0	108.0
41.0	108.0
42.0	196.0
43.0	131.0
44.0	120.0
45.0	193.0
46.0	342.0
47.0	154.0
48.0	189.0
49.0	169.0
50.0	273.0
51.0	274.0
52.0	199.0
53.0	207.0
54.0	248.0
55.0	325.0
56.0	387.0
57.0	496.0
58.0	376.0
59.0	621.0
60.0	9471.0
