#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.73444384090772
19.0	99.64391333212626
20.0	99.58959502685738
21.0	99.5533828233448
22.0	99.49906451807593
23.0	99.45681694731124
24.0	99.42664011105076
25.0	99.39042790753817
26.0	99.3421449695214
27.0	99.3119681332609
28.0	99.28179129700042
29.0	99.24557909348783
30.0	99.21540225722735
31.0	99.18522542096687
32.0	99.15504858470638
33.0	99.1248717484459
34.0	99.08865954493331
35.0	99.06451807592492
36.0	99.03434123966443
37.0	98.96795219989136
38.0	98.85931558935361
39.0	98.79896191683264
40.0	98.72653750980747
41.0	98.6541131027823
42.0	98.59375943026133
43.0	98.53340575774035
44.0	98.4428752489589
45.0	98.39459231094212
46.0	98.30406180216066
47.0	98.18335445711871
48.0	98.10489468284145
49.0	98.04454101032047
50.0	97.67034824069044
51.0	97.04870541372442
