#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0010770059235325794
26.0	0.0010770059235325794
27.0	0.0
28.0	0.0026925148088314485
29.0	0.003769520732364028
30.0	0.003769520732364028
31.0	0.004846526655896607
32.0	0.009693053311793215
33.0	0.009693053311793215
34.0	0.011308562197092083
35.0	0.01723209477652127
36.0	0.023694130317716746
37.0	0.026925148088314487
38.0	0.03446418955304255
39.0	0.03607969843834141
40.0	0.046311254711900916
41.0	0.039849219170705434
42.0	0.05977382875605816
43.0	0.07108239095315025
44.0	0.06785137318255251
45.0	0.07000538502961766
46.0	0.06515885837372107
47.0	0.06408185245018848
48.0	0.06085083467959074
49.0	0.05492730210016155
50.0	0.04846526655896607
51.0	0.04254173397953689
52.0	0.029079159935379646
53.0	0.023694130317716746
54.0	0.02369413031771675
55.0	0.01669359181475498
56.0	0.008077544426494346
57.0	0.009154550350026925
58.0	0.004846526655896607
59.0	0.004308023694130318
60.0	0.0010770059235325794
61.0	0.0016155088852988692
62.0	5.385029617662897E-4
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
