#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	30.0
10.0	20.0
11.0	28.0
12.0	23.0
13.0	41.0
14.0	27.0
15.0	33.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	38.0
20.0	34.0
21.0	35.0
22.0	37.0
23.0	37.0
24.0	38.0
25.0	41.0
26.0	41.0
27.0	49.0
28.0	40.0
29.0	51.0
30.0	43.0
31.0	46.0
32.0	55.0
33.0	56.0
34.0	84.0
35.0	73.0
36.0	73.0
37.0	140.0
38.0	96.0
39.0	122.0
40.0	104.0
41.0	104.0
42.0	190.0
43.0	128.0
44.0	112.0
45.0	186.0
46.0	338.0
47.0	150.0
48.0	182.0
49.0	165.0
50.0	268.0
51.0	268.0
52.0	194.0
53.0	197.0
54.0	236.0
55.0	314.0
56.0	380.0
57.0	486.0
58.0	364.0
59.0	713.0
60.0	9554.0
