#Coverage (X)	Coverage
1.0	99.9939646327479
2.0	99.98189389824371
3.0	99.96982316373952
4.0	99.95775242923531
5.0	99.94568169473112
6.0	99.93361096022693
7.0	99.92154022572274
8.0	99.90946949121854
9.0	99.89739875671435
10.0	99.88532802221015
11.0	99.87325728770595
12.0	99.86118655320176
13.0	99.84911581869757
14.0	99.83704508419338
15.0	99.82497434968919
16.0	99.81290361518498
17.0	99.80083288068079
18.0	99.7887621461766
19.0	99.7766914116724
20.0	99.76462067716821
21.0	99.75254994266402
22.0	99.71633773915143
23.0	99.63184259762207
24.0	99.5714889251011
25.0	99.5352767215885
26.0	99.50509988532802
27.0	99.46888768181545
28.0	99.43871084555495
29.0	99.41456937654657
30.0	99.38439254028607
31.0	99.3481803367735
32.0	99.3240388677651
33.0	99.29989739875671
34.0	99.27575592974833
35.0	99.25161446073993
36.0	99.22747299173155
37.0	99.20333152272316
38.0	99.17919005371476
39.0	99.15504858470638
40.0	99.130907115698
41.0	99.1067656466896
42.0	99.08262417768121
43.0	99.05848270867283
44.0	99.03434123966443
45.0	99.01019977065604
46.0	98.98605830164766
47.0	98.96191683263926
48.0	98.93777536363088
49.0	98.91363389462249
50.0	98.8894924256141
51.0	98.86535095660571
