#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0010746910263299302
26.0	0.0010746910263299302
27.0	0.0
28.0	0.0026867275658248257
29.0	0.0037614185921547557
30.0	0.0037614185921547557
31.0	0.004836109618484686
32.0	0.009672219236969372
33.0	0.009672219236969372
34.0	0.011284255776464268
35.0	0.017195056421278884
36.0	0.0231058570660935
37.0	0.025255239118753357
38.0	0.03600214938205266
39.0	0.03600214938205266
40.0	0.045674368619022035
41.0	0.03976356797420741
42.0	0.06018269747447609
43.0	0.07039226222461042
44.0	0.06878022568511552
45.0	0.0693175711982805
46.0	0.0644814615797958
47.0	0.06501880709296078
48.0	0.06125738850080602
49.0	0.05480924234282644
50.0	0.048898441698011816
51.0	0.04298764105319721
52.0	0.02901665771090811
53.0	0.02418054809242343
54.0	0.023105857066093496
55.0	0.017195056421278884
56.0	0.008060182697474477
57.0	0.009134873723804407
58.0	0.004836109618484686
59.0	0.004298764105319721
60.0	0.0010746910263299302
61.0	0.0016120365394948952
62.0	5.373455131649651E-4
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
