#Mapping quality	mapping quality
2.0	65.0
3.0	258.0
4.0	17.0
5.0	20.0
6.0	24.0
7.0	20.0
8.0	22.0
9.0	30.0
10.0	22.0
11.0	30.0
12.0	23.0
13.0	44.0
14.0	30.0
15.0	33.0
16.0	32.0
17.0	31.0
18.0	56.0
19.0	40.0
20.0	36.0
21.0	39.0
22.0	39.0
23.0	39.0
24.0	43.0
25.0	45.0
26.0	46.0
27.0	54.0
28.0	46.0
29.0	56.0
30.0	53.0
31.0	54.0
32.0	70.0
33.0	65.0
34.0	95.0
35.0	83.0
36.0	89.0
37.0	86.0
38.0	96.0
39.0	119.0
40.0	108.0
41.0	105.0
42.0	189.0
43.0	119.0
44.0	104.0
45.0	176.0
46.0	329.0
47.0	141.0
48.0	173.0
49.0	159.0
50.0	265.0
51.0	210.0
52.0	193.0
53.0	199.0
54.0	236.0
55.0	314.0
56.0	382.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
