#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	43.0
14.0	34.0
15.0	35.0
16.0	49.0
17.0	36.0
18.0	56.0
19.0	38.0
20.0	36.0
21.0	37.0
22.0	38.0
23.0	38.0
24.0	39.0
25.0	44.0
26.0	43.0
27.0	49.0
28.0	41.0
29.0	51.0
30.0	45.0
31.0	46.0
32.0	55.0
33.0	53.0
34.0	92.0
35.0	81.0
36.0	82.0
37.0	142.0
38.0	96.0
39.0	121.0
40.0	103.0
41.0	105.0
42.0	192.0
43.0	128.0
44.0	112.0
45.0	184.0
46.0	337.0
47.0	148.0
48.0	183.0
49.0	164.0
50.0	271.0
51.0	271.0
52.0	196.0
53.0	204.0
54.0	242.0
55.0	318.0
56.0	310.0
57.0	476.0
58.0	353.0
59.0	707.0
60.0	9554.0
