#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	29.0
15.0	36.0
16.0	29.0
17.0	37.0
18.0	75.0
19.0	41.0
20.0	34.0
21.0	38.0
22.0	37.0
23.0	38.0
24.0	40.0
25.0	43.0
26.0	42.0
27.0	50.0
28.0	42.0
29.0	51.0
30.0	46.0
31.0	45.0
32.0	55.0
33.0	54.0
34.0	90.0
35.0	88.0
36.0	83.0
37.0	140.0
38.0	96.0
39.0	120.0
40.0	105.0
41.0	105.0
42.0	190.0
43.0	128.0
44.0	113.0
45.0	184.0
46.0	336.0
47.0	149.0
48.0	183.0
49.0	167.0
50.0	273.0
51.0	271.0
52.0	195.0
53.0	204.0
54.0	246.0
55.0	318.0
56.0	300.0
57.0	476.0
58.0	353.0
59.0	707.0
60.0	9554.0
