#Coverage (X)	Coverage
1.0	99.9939646327479
2.0	99.98189389824371
3.0	99.96982316373952
4.0	99.95775242923531
5.0	99.94568169473112
6.0	99.93361096022693
7.0	99.92154022572274
8.0	99.89739875671435
9.0	99.82497434968919
10.0	99.76462067716821
11.0	99.73444384090772
12.0	99.69823163739514
13.0	99.66805480113464
14.0	99.64391333212626
15.0	99.60166576136157
16.0	99.5714889251011
17.0	99.54734745609271
18.0	99.51717061983221
19.0	99.47492304906754
20.0	99.45078158005914
21.0	99.42060474379866
22.0	99.38439254028607
23.0	99.35421570402559
24.0	99.33007423501721
25.0	99.29989739875671
26.0	99.26368519524414
27.0	99.23954372623574
28.0	99.21540225722735
29.0	99.19126078821897
30.0	99.16711931921057
31.0	99.14297785020219
32.0	99.1188363811938
33.0	99.0946949121854
34.0	99.07055344317702
35.0	99.04641197416863
36.0	99.02227050516024
37.0	98.99812903615185
38.0	98.97398756714347
39.0	98.94984609813507
40.0	98.92570462912668
41.0	98.90156316011829
42.0	98.8774216911099
43.0	98.85328022210152
44.0	98.82913875309312
45.0	98.80499728408473
46.0	98.78085581507635
47.0	98.75671434606795
48.0	98.73257287705957
49.0	98.70843140805118
50.0	98.68428993904278
51.0	98.6601484700344
