#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.002635542168674699
30.0	0.0022590361445783136
31.0	0.0030120481927710845
32.0	0.002635542168674699
33.0	0.004141566265060241
34.0	0.005271084337349397
35.0	0.007153614457831327
36.0	0.015813253012048195
37.0	0.03012048192771085
38.0	0.030873493975903613
39.0	0.036897590361445784
40.0	0.04706325301204819
41.0	0.05195783132530121
42.0	0.05986445783132531
43.0	0.07417168674698796
44.0	0.07605421686746988
45.0	0.07530120481927711
46.0	0.0884789156626506
47.0	0.09262048192771086
48.0	0.07605421686746988
49.0	0.06626506024096386
50.0	0.051957831325301206
51.0	0.03200301204819277
52.0	0.01957831325301205
53.0	0.01430722891566265
54.0	0.012048192771084338
55.0	0.01091867469879518
56.0	0.007153614457831326
57.0	0.0026355421686746986
58.0	7.530120481927711E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
