#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.002615844544095665
30.0	0.002242152466367713
31.0	0.0029895366218236174
32.0	0.002615844544095665
33.0	0.004110612855007473
34.0	0.00523168908819133
35.0	0.007847533632286996
36.0	0.016442451420029897
37.0	0.03101644245142003
38.0	0.032137518684603884
39.0	0.03774289985052316
40.0	0.04745889387144993
41.0	0.05194319880418535
42.0	0.05904334828101644
43.0	0.07324364723467862
44.0	0.07735426008968609
45.0	0.07473841554559042
46.0	0.0881913303437967
47.0	0.09230194319880419
48.0	0.07473841554559044
49.0	0.06576980568011959
50.0	0.0515695067264574
51.0	0.03176382660687593
52.0	0.01943198804185351
53.0	0.014200298953662182
54.0	0.01195814648729447
55.0	0.010837070254110613
56.0	0.00710014947683109
57.0	0.002615844544095665
58.0	7.473841554559044E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
