#Mapping quality	mapping quality
2.0	65.0
3.0	326.0
4.0	16.0
5.0	20.0
6.0	21.0
7.0	59.0
8.0	21.0
9.0	29.0
10.0	22.0
11.0	28.0
12.0	22.0
13.0	43.0
14.0	29.0
15.0	33.0
16.0	30.0
17.0	30.0
18.0	56.0
19.0	37.0
20.0	35.0
21.0	36.0
22.0	36.0
23.0	39.0
24.0	40.0
25.0	42.0
26.0	42.0
27.0	50.0
28.0	40.0
29.0	51.0
30.0	44.0
31.0	49.0
32.0	54.0
33.0	56.0
34.0	83.0
35.0	65.0
36.0	69.0
37.0	134.0
38.0	89.0
39.0	114.0
40.0	97.0
41.0	97.0
42.0	183.0
43.0	121.0
44.0	107.0
45.0	177.0
46.0	334.0
47.0	144.0
48.0	177.0
49.0	162.0
50.0	263.0
51.0	262.0
52.0	189.0
53.0	191.0
54.0	230.0
55.0	306.0
56.0	378.0
57.0	476.0
58.0	360.0
59.0	704.0
60.0	9554.0
